county_state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,cfips,pct_bb_2017,pct_bb_2018,pct_bb_2019,pct_bb_2020,pct_bb_2021,pct_college_2017,pct_college_2018,pct_college_2019,pct_college_2020,pct_college_2021,pct_foreign_born_2017,pct_foreign_born_2018,pct_foreign_born_2019,pct_foreign_born_2020,pct_foreign_born_2021,pct_it_workers_2017,pct_it_workers_2018,pct_it_workers_2019,pct_it_workers_2020,pct_it_workers_2021,median_hh_inc_2017,median_hh_inc_2018,median_hh_inc_2019,median_hh_inc_2020,median_hh_inc_2021,state
Frio County Texas,0.84022039,0.88154268,0.86776859,0.86776859,0.86776859,0.82571912,0.8392555100000001,0.81218272,0.83248729,0.82571912,0.86632824,0.85956007,0.8460236800000001,0.8392555100000001,0.8392555100000001,0.82571912,0.81895095,0.80639833,0.8328375799999999,0.8328375799999999,0.79317868,0.76012957,0.75351971,0.75351971,0.76012957,0.75351971,0.76012957,0.76012957,0.78656882,0.80271488,0.82229328,0.8288193899999999,0.84839785,0.86145014,0.86145014,0.91365921,0.8875546500000001,0.88102853,0.8745023600000001,48163.0,54.0,59.8,63.1,65.3,66.1,5.6,5.4,3.9,4.2,4.1,15.2,15.5,17.4,16.9,18.3,0.0,0.0,0.0,1.5,0.9,37382.0,42476.0,46729.0,48708.0,58456.0,Texas
Frontier County Nebraska,2.0105314,1.9626615000000005,1.9626615000000005,1.9147918,1.866922,1.8651363,1.7694883,1.8651363,1.8651363,1.8173122,1.7694883,1.7216643,1.7694883,1.7216643,1.7694883,1.7216643,1.7216643,1.6493874,1.460886,1.5080113,1.5551367,1.5080113,1.5080113,1.5080113,1.5080113,1.5080113,1.5080113,1.5551367,1.5551367,1.5617605,1.5617605,1.6564126999999995,1.7037388,1.7037388,1.7037388,1.7037388,1.7037388,1.7983909,1.7983909,31063.0,67.8,68.3,73.5,74.3,73.0,12.5,12.8,13.9,15.3,18.9,1.2,1.0,0.9,0.7,0.5,0.6,0.5,0.3,0.8,0.5,52090.0,51855.0,54659.0,59250.0,59573.0,Nebraska
Fulton County Arkansas,1.6706444,1.8055412,1.7536577999999998,1.7536577999999998,1.7432811,1.7302114,1.7716535,1.7198508,1.8130957,1.8338168,1.8130957,1.7612930999999998,1.7820141,1.8441774,1.8338168,1.7820141,1.7302114,1.7207624999999998,2.3802164,2.3596084,2.3286965,2.3286965,2.2874806,2.2771766,2.2462647,2.3183925,2.3699124,2.4008243,2.4111283,2.431268,2.431268,2.4928191,2.4928191,2.4620435,2.5543702,2.6466968,2.6774724,2.7287648,2.7492819,5049.0,60.4,58.3,57.9,54.1,53.5,7.8,8.6,9.3,7.8,6.7,1.0,1.2,1.7,1.3,1.5,0.0,0.3,0.3,0.2,0.2,36051.0,36184.0,35405.0,35274.0,36950.0,Arkansas
Fulton County Georgia,19.986794,20.358137,20.436867,20.590355,20.465206,20.074909,19.668531,19.68609,19.871279,19.957176,20.047245,20.214746,20.393112,20.51375,20.530046,20.472696,20.458799,20.026669,19.627626,19.932398,19.977673,20.003969,20.077526,20.115482,20.29311,20.394081,20.493811,20.778486,20.835297,20.442314,20.424072,20.601368,20.658522,20.500803,20.567684,20.844936,20.738899,20.712147,20.51795,13121.0,80.9,83.1,85.6,89.1,90.4,29.9,30.5,31.2,32.1,32.7,12.7,12.7,13.1,13.4,13.4,5.0,4.9,4.6,4.6,4.6,61336.0,64787.0,69673.0,72741.0,77635.0,Georgia
Fulton County Illinois,1.4240727,1.3331001,1.3156053,1.3435969,1.3261021,1.3199689,1.3234982,1.298793,1.3270276,1.298793,1.2952636,1.2952636,1.2811463,1.2634997,1.2493824,1.2317357,1.1787958,1.2193388,1.1517953,1.1802347,1.1731248,1.1837895,1.1980093,1.1944543,1.2015642,1.2015642,1.2371134,1.2477782,1.2513331,1.2644132,1.2823737,1.2715974,1.2644132,1.2572291,1.2823737,1.3075182,1.296742,1.3003341,1.3075182,17057.0,70.5,74.7,77.8,80.1,82.2,12.1,12.0,11.8,12.5,12.8,2.1,1.8,1.2,1.2,1.2,1.3,1.4,1.5,1.3,1.4,48599.0,50180.0,51643.0,52243.0,53441.0,Illinois
Fulton County Indiana,2.3156533,2.2897801,2.2703753,2.2509704,2.2574387,2.1808064,2.1613927,2.1613927,2.1808064,2.174335,2.1937487,2.1872776,2.1808064,2.1225653,2.1290364,2.141979,2.0966802,2.1872151,1.6859783999999998,1.705507,1.6469209,1.6599401,1.6794689,1.6534306,1.6339018,1.6273923,1.6729591999999998,1.6859783999999998,1.6859783999999998,1.6792994999999995,1.7119707,1.7054365,1.6858338,1.6989022,1.692368,1.7119707,1.7250392,1.7381077,1.7446419000000002,18049.0,65.8,72.3,76.2,81.1,84.7,8.3,10.3,10.3,9.4,10.8,2.8,3.2,3.0,3.3,3.7,0.6,0.8,0.9,0.7,0.8,47108.0,49333.0,52034.0,50597.0,56885.0,Indiana
Fulton County Kentucky,1.6979988,1.6373559,1.6575702,1.5969274,1.5564989,1.6075845,1.6488047,1.7312448,1.8342952,1.8549052,1.8549052,1.8342952,1.8136851,1.8342952,1.7312448,1.7106347999999998,1.6900246999999995,1.7335004000000005,1.6290727,1.6290727,1.6081871,1.5873016,1.524645,1.5455304,1.524645,1.524645,1.5455304,1.6290727,1.6499583,1.6527196,1.6108787,1.6317992,1.6317992,1.6317992,1.5899582,1.6736401,1.6108787,1.5899582,1.5690377,21075.0,58.3,61.5,65.4,74.4,76.6,8.7,8.1,8.8,9.9,10.2,1.1,0.9,0.6,0.6,0.4,3.1,1.4,2.2,1.7,0.2,28274.0,28559.0,30114.0,31587.0,33567.0,Kentucky
Fulton County New York,2.3632886,2.4496081,2.4589398,2.5195968,2.5009332,2.5043259,2.4341767,2.4388533,2.3125849,2.3663659,2.3663659,2.3640275,2.3499978,2.3383062,2.3289528,2.3079081,2.2845252,2.2781551,2.2992272,2.3132756,2.3273239,2.3062515,2.3132756,2.2875204,2.2945447,2.2851791,2.2781551,2.2500587,2.2828376,2.278748,2.2975032,2.3397024,2.3443911,2.3162584,2.3701794,2.4030008,2.3795569,2.3959677,2.4264448,36035.0,73.3,74.7,77.0,79.7,81.9,9.8,9.5,9.8,9.8,10.3,2.0,1.8,1.8,1.8,1.6,1.4,1.7,1.5,1.4,1.5,48033.0,50248.0,50482.0,51663.0,55240.0,New York
Fulton County Ohio,3.4117205,3.3804491,3.3710675,3.3992119,3.4242291,3.3505316,3.2914777,3.2572885,3.3225586,3.3163424,3.2976937,3.3132343,3.3474232999999995,3.3536396,3.3722881999999994,3.3629639,3.3722881999999994,3.3059134,3.3090174,3.2872884,3.299705,3.299705,3.2841845,3.3152258000000003,3.3555796,3.2934968,3.2686636,3.2500389,3.2903926,3.2819431,3.2726371,3.3129632,3.3253715,3.3036573,3.3253715,3.3594937,3.3563917,3.3439837,3.3625958,39051.0,78.0,80.6,82.2,84.7,87.1,11.3,11.7,12.2,11.3,11.7,1.8,1.6,1.7,1.5,1.7,0.3,0.4,0.6,0.6,0.8,57774.0,60231.0,63092.0,61290.0,65418.0,Ohio
Fulton County Pennsylvania,1.5749394,1.6008999,1.5749394,1.6095535,1.5922464,1.609275,1.5746669,1.5660149,1.5746669,1.5919709,1.626579,1.626579,1.626579,1.635231,1.626579,1.626579,1.609275,1.5878495,1.553331,1.5619607,1.6137383,1.622368,1.6137383,1.6396272,1.6568865,1.6396272,1.622368,1.6309975,1.6396272,1.6279069,1.6192937,1.6365203,1.6279069,1.6279069,1.6192937,1.6623601,1.6623601,1.6451335,1.6451335,42057.0,67.1,68.4,69.3,74.3,77.0,7.9,7.4,7.8,8.9,9.4,0.8,0.8,0.9,0.8,0.8,1.0,0.8,0.7,0.6,0.8,50007.0,51259.0,53476.0,55424.0,58343.0,Pennsylvania
Furnas County Nebraska,3.5522068,3.4445641,3.4983854000000005,3.4445641,3.5252960000000004,3.4649477,3.3575075,3.4380874999999995,3.3575075,3.4380874999999995,3.3843675,3.3843675,3.2769272,3.2500672,3.223207,3.196347,3.196347,3.2258065,3.2800217,3.4968827,3.3613446,3.3071294,3.3071294,3.1715913,3.1715913,3.1444836,3.1715913,3.252914,3.252914,3.2742155,3.2742155,3.2196453,3.13779,3.1923602,3.1650751,3.1650751,3.1923602,3.1650751,3.13779,31065.0,70.6,73.1,75.2,76.2,75.1,14.9,15.3,13.8,14.3,14.5,1.6,1.9,1.9,2.2,2.1,2.5,3.1,3.6,3.5,3.5,43400.0,47989.0,48838.0,53533.0,57284.0,Nebraska
Gadsden County Florida,2.2659578,2.2492554,2.2492554,2.2269855,2.2798765,2.2738025,2.259887,2.2821519,2.2793689,2.2682364,2.2905014,2.3378141,2.4519217,2.4769697,2.4352231,2.4046087,2.4101751,2.3647707,2.2784245,2.320205,2.320205,2.3034928,2.2644978,2.2644978,2.2672832,2.2533565,2.2589271,2.2867806,2.2867806,2.3074777,2.3158481,2.327009,2.3325894,2.3353794,2.3577008,2.3995535,2.3939731,2.3967633,2.4441965,12039.0,57.9,58.8,60.4,64.4,67.6,10.6,10.7,10.5,11.9,12.8,5.3,5.3,4.9,5.0,5.1,2.0,1.8,1.6,1.2,0.5,39830.0,40922.0,41401.0,41135.0,42661.0,Florida
Gage County Nebraska,1.7991806,1.775429,1.7279259,1.7101122,1.7041742999999998,1.7322459,1.6786714,1.7381987999999997,1.7024823000000002,1.7143877999999997,1.7143877999999997,1.7143877999999997,1.6965295000000002,1.7024823000000002,1.6846241000000002,1.6667659,1.6608131000000002,1.6456226000000005,1.5079887,1.5020046,1.4900365,1.4840524,1.4900365,1.454132,1.4720843,1.4481479,1.4301957,1.4780684,1.4601161,1.4592842,1.4652895,1.4833053,1.5433582,1.5313476,1.5793898,1.6214268,1.6154215,1.6274321,1.6694691,31067.0,74.5,76.2,79.4,82.3,82.3,14.6,14.7,14.7,15.1,14.8,1.6,1.6,1.7,2.0,1.9,1.0,1.5,1.5,1.5,1.5,52223.0,51662.0,53110.0,51812.0,55000.0,Nebraska
Gaines County Texas,1.7271022,1.6802126,1.6802126,1.6802126,1.6880275,1.6491524,1.626141,1.5724477,1.6338115,1.6031295,1.6338115,1.6644933000000002,1.6875048,1.7105162,1.7105162,1.6798343999999998,1.6491524,1.6075472,1.6075472,1.645283,1.6377358,1.6,1.6,1.5924529,1.5849056,1.6075472,1.5849056,1.5849056,1.5924529,1.5585759,1.5659624,1.5659624,1.5733491,1.5585759,1.5364161,1.5881224,1.5659624,1.5733491,1.5659624,48165.0,68.3,75.4,76.9,80.3,79.1,7.3,9.1,8.2,7.4,8.3,26.1,28.3,26.1,24.5,27.0,1.5,1.5,1.9,4.2,2.9,58167.0,59032.0,63054.0,62994.0,67728.0,Texas
Gallatin County Illinois,2.0975609,2.3414633,2.0731707,1.8780488,1.902439,1.5900196,1.5655577,1.7857142999999998,1.7857142999999998,1.7123288,1.6878668999999995,1.7367906999999998,1.4677104,1.5410959,1.5410959,1.4921722,1.4921722,1.4903129,1.3661202,1.4654744,1.3909588,1.3661202,1.4157974,1.4157974,1.4157974,1.4406359,1.4406359,1.4406359,1.4157974,1.5494031,1.524003,1.524003,1.5748031,1.5748031,1.5748031,1.7018034,1.7018034,1.7272035,1.7272035,17059.0,64.0,66.9,66.1,69.2,70.3,9.5,7.4,7.7,7.6,6.7,0.6,0.8,0.5,0.3,0.3,2.1,1.6,0.4,0.6,0.3,42450.0,42500.0,44076.0,43092.0,52597.0,Illinois
Gallatin County Kentucky,1.1405672,1.1097411,1.0789149,1.1405672,1.1559802,1.1908396,1.1908396,1.1908396,1.2519084,1.2519084,1.2671756,1.2824427,1.2671756,1.3129771,1.3129771,1.3282443,1.3587786,1.3519672,1.4127297,1.3671578,1.3671578,1.3823484,1.3975391,1.3975391,1.3823484,1.3823484,1.3671578,1.4431111,1.4583017,1.433097,1.4481822,1.4481822,1.4029266,1.3878413,1.3878413,1.4180118,1.4632674,1.4632674,1.4481822,21077.0,59.7,65.5,69.9,74.2,78.9,8.5,9.0,9.2,7.5,8.0,2.9,2.8,2.4,2.4,1.6,0.0,0.4,1.3,1.2,1.0,50250.0,50204.0,52167.0,55113.0,54978.0,Kentucky
Gallatin County Montana,13.007583,12.996358,13.077422,12.995111,12.872892,12.305261,12.191501,12.20587,12.270534,12.363936,12.397466,12.43818,12.532781,12.555533,12.686058,13.614101,13.433282999999998,12.147197,12.599665,12.605451,12.384424,12.304577,12.26176,12.240931,12.24556,12.296476,12.387896,12.474686,12.430713,12.049043,12.041204,12.066957,12.109507,12.063599,12.152055,12.431978,12.370396,12.429739,12.470048,30031.0,85.2,86.1,87.1,89.4,91.0,31.8,31.7,32.5,33.2,33.1,3.2,3.4,3.3,3.2,3.4,1.5,1.4,1.1,0.9,1.0,59397.0,61499.0,66397.0,70124.0,76208.0,Montana
Gallia County Ohio,1.5808744,1.5894896,1.5636442,1.5464139,1.555029,1.5894153,1.5593454,1.5593454,1.610894,1.6151897,1.6237811,1.6194854,1.6409639,1.6280768,1.6237811,1.610894,1.5851196,1.5884664,1.540985,1.5150861,1.5323521,1.5021367,1.4891872,1.4676048,1.4935037,1.4762378,1.4978201,1.5194026,1.5366685,1.5495152,1.5711565,1.5711565,1.5538435,1.5495152,1.5365305,1.5668283,1.5538435,1.5365305,1.5062327,39053.0,63.9,64.8,68.2,73.5,74.4,9.7,9.7,9.9,9.9,10.3,1.0,0.9,1.2,1.2,1.1,1.4,1.4,1.2,0.8,1.2,42002.0,42113.0,44858.0,48975.0,50773.0,Ohio
Galveston County Texas,7.2663889,7.318020299999999,7.119755699999999,7.1713872,7.133386600000001,6.992837,6.926393,6.9114022,7.2314687,7.0649533,7.2063494,7.271578300000001,7.2849479,7.3088517,7.1763687,7.1451721,7.1382847,6.926687200000001,6.7112842,6.713668300000001,6.7784486,6.833292999999999,6.923905400000001,6.8929062,6.894893599999999,6.883368,7.068965,7.1587825,7.340404999999999,7.2181764,7.312045599999999,7.416475799999999,7.416475799999999,7.394963699999999,7.4594994,7.639806700000001,7.5815296,7.6038237,7.613992700000001,48167.0,80.5,82.6,85.8,88.8,90.6,19.3,19.8,20.5,21.2,22.2,9.8,9.8,9.9,9.6,9.9,1.3,1.1,1.1,1.0,1.1,65702.0,69369.0,73330.0,74633.0,79328.0,Texas
Garden County Nebraska,1.1583011,1.0939511,1.029601,1.029601,1.029601,1.1447811,1.0774411,1.1447811,1.1447811,1.1447811,1.1447811,1.2121212,1.2121212,1.010101,1.010101,1.010101,1.010101,1.0073875,1.208865,1.208865,1.2760242,1.2760242,1.208865,1.2760242,1.208865,1.2760242,1.2760242,1.208865,1.208865,1.1984022,1.1984022,1.1984022,1.1984022,1.1984022,1.1984022,1.3315579,1.1984022,1.1984022,1.1984022,31069.0,68.1,72.2,73.3,76.7,76.2,17.4,19.8,16.7,17.4,18.0,2.7,2.2,2.7,2.6,1.0,0.9,0.0,0.0,0.8,1.1,48125.0,44471.0,43750.0,42076.0,43478.0,Nebraska
Garfield County Colorado,10.575782,10.76422,10.84797,10.961964,10.908457,10.813606,10.689497,11.133073,11.029649,11.050333,10.981383,10.946909,10.93082,10.627442,10.576879,10.489543,10.678005,10.577425,10.026092,10.062393,10.08962,10.078276,10.098696,10.085082,10.055587,10.066932,10.128191,10.24844,10.266591,10.220486,10.21375,10.330504,10.386636,10.305806,10.404598,10.564013,10.555032,10.534824,10.572994,8045.0,82.5,83.4,86.4,88.8,89.7,19.6,19.5,20.7,21.1,21.6,15.0,14.9,14.8,14.0,14.3,1.2,1.1,1.0,1.2,2.4,66503.0,72898.0,75937.0,75435.0,77212.0,Colorado
Garfield County Montana,3.2520325,2.9036005,2.7874565,2.6713123,2.5551684,2.5527191,2.663707,2.663707,2.7746947,2.7746947,2.7746947,2.663707,2.5527191,2.5527191,2.5527191,2.5527191,2.5527191,2.7912621,2.5485437,2.6699028,2.6699028,2.6699028,2.7912621,2.6699028,2.6699028,2.9126213,2.9126213,2.7912621,2.7912621,2.7027028,2.5798526,2.5798526,2.5798526,2.5798526,2.5798526,2.7027028,2.4570024,2.4570024,2.3341522,30033.0,70.1,73.2,76.0,81.9,85.6,14.1,13.5,10.9,16.7,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47188.0,45893.0,42000.0,43750.0,55000.0,Montana
Garfield County Nebraska,1.7811705,2.0356233,2.0356233,2.0992367,2.1628499,2.1656051,2.2292993,2.1656051,2.1019108,2.2292993,2.6751592,2.6751592,2.6751592,2.5477707,2.5477707,3.6942675,3.6942675,3.6159601,3.6783042,3.6783042,3.6159601,3.6159601,3.6159601,3.6783042,3.6159601,3.6159601,3.5536160000000003,3.6159601,3.6783042,3.619632,3.6809816,3.6809816,3.742331300000001,3.8036809,3.9263804,3.9263804,3.98773,4.1104293,4.1104293,31071.0,60.6,60.4,63.1,72.3,74.9,14.0,16.8,20.3,25.0,23.9,0.9,0.7,1.0,0.7,1.3,0.6,0.0,0.5,2.2,3.0,46509.0,48545.0,53000.0,54659.0,57888.0,Nebraska
Garfield County Oklahoma,3.7761996,3.784860600000001,3.784860600000001,3.7523818,3.7458861,3.7377291,3.6812613,3.6660585,3.6551993,3.6269655,3.6617148,3.633481,3.62045,3.6095908,3.5987317999999995,3.5531230000000003,3.5379202,3.4906311000000003,3.2812364,3.2510147,3.2229514,3.2121577,3.1797771,3.197047,3.2099991,3.1927295,3.1668251,3.2359037,3.2272687,3.249121,3.3229153000000005,3.3576419,3.3684943,3.3663237,3.6983981,3.7504883,3.7461474,3.7982376,3.8090897,40047.0,74.1,76.5,78.2,80.0,81.1,14.7,14.5,15.2,16.3,16.0,7.3,6.9,8.2,8.4,7.4,0.8,1.0,0.8,0.6,0.7,50724.0,51332.0,54006.0,55435.0,60732.0,Oklahoma
Garfield County Utah,4.3364682,4.7021942,4.4148378,4.911181,4.8328109,4.9317942,5.0629592,5.0629592,5.2203569,5.2728229,5.3252888,5.3252888,5.4564533,5.4564533,5.3777547,5.4039874,5.167891,5.3641863,5.3378911,5.5482512,5.6271367,5.5745463,5.6534314,5.6271367,5.6008415,5.6271367,5.6534314,5.7060218,5.4956613,5.5002618,5.5526452,5.5788369,5.4216866,5.3431115,5.3693032,5.5002618,5.4740701,5.5788369,5.5788369,49017.0,75.2,78.6,81.1,79.3,80.3,15.8,18.2,18.0,18.6,16.9,3.2,3.9,3.0,2.8,2.8,2.8,3.6,1.6,2.4,3.5,51700.0,52337.0,54565.0,44279.0,45724.0,Utah
Garfield County Washington,1.2820513,1.6899767,1.2820513,1.8065268,1.8648019,1.8289086,1.7699115,1.7699115,1.7699115,1.7699115,1.7699115,1.7699115,1.7699115,1.5929203,1.7109144999999997,1.5339233,1.5339233,1.5929203,1.6519174999999997,1.6519174999999997,1.7699115,1.7699115,1.7699115,1.7699115,1.7699115,1.8289086,1.8289086,1.8879056,1.9469026,1.8272425000000003,1.8272425000000003,1.7165004999999998,1.6611296,1.6611296,1.6611296,1.7165004999999998,1.7165004999999998,1.7165004999999998,1.7165004999999998,53023.0,72.2,78.2,77.1,81.2,81.6,16.5,18.3,16.6,17.1,15.0,1.7,2.8,2.4,3.9,2.2,2.0,2.1,1.9,2.8,0.0,51399.0,52525.0,55900.0,56923.0,50625.0,Washington
Garland County Arkansas,5.2482362,5.4034638,5.439384,5.3239255,5.0109043,5.0081167,4.7563047,4.7652526,4.8163819,4.8202167,4.8023214,4.829164,4.8802934,4.8751807,4.8598418,4.8496161,4.8253293,4.7502098,4.4918942,4.5949659,4.5784235,4.5415215,4.5300689,4.5529737,4.558064,4.527524,4.5008016,4.5249791,4.4982567,4.4813647,4.50916,4.5773849,4.5546432,4.5319014,4.5660138,4.6923561,4.6658244,4.6847758,4.7176247,5051.0,72.6,76.0,78.6,80.3,81.0,12.9,12.8,13.9,15.2,15.5,3.4,3.5,3.8,4.3,3.7,1.7,1.8,2.1,1.9,2.2,41672.0,43146.0,44777.0,48150.0,49985.0,Arkansas
Garrard County Kentucky,2.3667314,2.4115276,2.4264596,2.4712558,2.4787219,2.4334149,2.4111581,2.4779286,2.4556718,2.4705098,2.4630907,2.4853475,2.5150235,2.5298612,2.5076044,2.5521181,2.5595372,2.5703523,2.8584089,2.843637,2.9322698,2.954428,3.0135164,3.0061305,3.0061305,3.0135164,3.057833,3.057833,3.1538517,3.1427324,3.1209078,3.1281826,3.1209078,3.0918086,3.1354575,3.2300305,3.2445803,3.2955041,3.3246036,21079.0,71.1,74.0,77.0,81.4,82.7,9.7,9.5,9.8,9.9,9.6,1.5,1.3,2.0,2.6,3.8,2.0,1.5,2.0,1.3,1.6,47906.0,49888.0,52631.0,55369.0,58137.0,Kentucky
Garrett County Maryland,3.6921914,3.7005923,3.7047927,3.7131937,3.6921914,3.7210283,3.7083859,3.7758112,3.8010957,3.7884533,3.7715971,3.754741,3.7252424,3.7336705,3.7378845,3.716814,3.6578171,3.6698408,3.7119744,3.8088818,3.8299487,3.7962418,3.7920284,3.8889358,3.9100025,3.914215800000001,3.9479227,3.9605629,3.9521363,3.9546833,3.958895,4.0262804,4.0347037,3.9757411,4.072608,4.1610513,4.224225,4.3337264,4.4642859,24023.0,68.9,73.2,76.9,78.3,81.4,10.5,10.8,11.5,13.6,12.9,1.0,1.1,1.1,1.1,1.5,2.1,2.1,2.1,2.0,1.3,48174.0,49619.0,52617.0,54542.0,58011.0,Maryland
Garvin County Oklahoma,2.2955868,2.2667115,2.2378364,2.2763367,2.2570865,2.2671597,2.2287333,2.2239301,2.2287333,2.2239301,2.2239301,2.2575531,2.2719631,2.3055863,2.2863731,2.2623565,2.2431433,2.2023895,2.1927931,2.1736002,2.1688018,2.1544073,2.1736002,2.1783984,2.1783984,2.1448107,2.1496089,2.1688018,2.1448107,2.1181769,2.1325538,2.1565151,2.1421382,2.1085925,2.1229694,2.1708918,2.137346,2.1565151,2.3338284,40049.0,66.8,71.0,75.8,78.5,82.7,10.8,10.0,10.2,10.9,11.1,3.0,3.3,2.9,3.5,3.7,0.8,0.9,0.7,0.6,0.7,42567.0,45066.0,47125.0,47321.0,50441.0,Oklahoma
Garza County Texas,1.4788097,1.4968441,1.5329125,1.4788097,1.4607755,1.5275922,1.4703075,1.5275922,1.546687,1.6039717,1.565782,1.5848769,1.6039717,1.565782,1.5275922,1.546687,1.546687,1.605325,1.2920909,1.3899765,1.4095536,1.3703994,1.4095536,1.3508222,1.3508222,1.3703994,1.3703994,1.4095536,1.4095536,1.3862149,1.4054679,1.4054679,1.3862149,1.3669618,1.3862149,1.4439738,1.4439738,1.4632268,1.4632268,48169.0,70.5,77.9,78.9,82.5,84.7,8.1,9.9,10.0,8.2,7.0,33.2,35.2,34.8,31.0,26.5,1.1,0.5,0.7,0.2,0.7,53832.0,55039.0,49627.0,58938.0,64871.0,Texas
Gasconade County Missouri,2.5489187,2.4030209,2.4116032,2.3944387,2.4802608,2.4186606,2.3756239,2.3928387,2.3411946,2.3842313,2.3670168,2.4444828,2.4444828,2.4186606,2.3756239,2.3325875,2.2981579,2.2625985,2.7853959,2.7254028,2.6911211,2.7168324,2.7168324,2.7596846,2.7768254,2.802537,2.8196778,2.86253,2.8796709,2.8524787,2.8868461,2.8868461,2.8954377,2.8782542,2.8696623,2.8954377,2.9212132,2.929805,2.9212132,29073.0,71.3,75.2,77.9,81.4,82.1,11.3,11.8,11.4,13.8,11.6,0.6,0.7,1.0,1.4,0.9,1.0,1.6,1.2,1.4,0.9,50687.0,53439.0,54885.0,56380.0,58956.0,Missouri
Gaston County North Carolina,5.2759991,5.3530788,5.3148422,5.3348708,5.3518648,5.2699919,5.2310967,5.2281051,5.2825584,5.3017068,5.3465858,5.3723164,5.3663325,5.3866777,5.3914647,5.3675289,5.3136744,5.2129374,5.1179314,5.1503868,5.1899233,5.2182484,5.2211986,5.2383118,5.2678165,5.2666364,5.3746247,5.3551512,5.3386283,5.2677178,5.2502732,5.2799292,5.3456378,5.3293557,5.3625007,5.4799619,5.6776686,5.6980205,5.7457027,37071.0,74.7,77.7,79.9,83.2,84.1,14.5,14.4,14.8,15.1,16.0,5.4,5.5,5.4,5.3,5.2,1.8,1.8,1.8,1.7,1.7,46626.0,49384.0,52835.0,53474.0,56819.0,North Carolina
Gates County North Carolina,0.86178684,0.88360423,0.88360423,0.88360423,0.927239,0.93835241,0.99290782,1.0256411,1.0038189,1.0256411,1.0583743,1.1020186,1.0911075,1.1783961,1.167485,1.167485,1.1783961,1.1755742,1.2191139,1.2408838,1.2626537,1.2844236,1.2735387,1.3279635,1.3388484,1.3061936,1.3170785,1.3388484,1.3388484,1.348559,1.3268081,1.3811854,1.4029363,1.3920609,1.3920609,1.4246874,1.4464383,1.4681892,1.4573138,37073.0,63.6,67.1,73.0,74.0,71.6,9.6,8.6,8.0,7.6,6.6,1.1,0.6,0.7,1.0,1.3,0.2,0.5,0.6,2.0,4.2,52481.0,52205.0,50750.0,45871.0,51599.0,North Carolina
Geary County Kansas,2.2592008,2.2349083,2.2349083,2.190372,2.2106159,2.2774413,2.2359579,2.2484028,2.2027712,2.2110677,2.2235129,2.2235129,2.2359579,2.2566996,2.2525513,2.2318096,2.2566996,2.2324276,2.1771483,2.2154186,2.2324276,2.257941,2.2324276,2.185653,2.168644,2.1771483,2.1643918,2.1516349,2.168644,2.2081881,2.1733449,2.1777003,2.2038329,2.1907666,2.1646342,2.1994774,2.1777003,2.1907666,2.2168989,20061.0,83.0,82.2,83.3,85.1,87.2,15.0,15.4,15.5,14.6,15.7,7.9,7.3,7.0,7.7,7.9,1.2,0.9,1.9,1.6,2.0,46096.0,49185.0,53133.0,52019.0,54664.0,Kansas
Geauga County Ohio,6.9240661,6.981359,6.985550899999999,6.9981275,6.925463200000001,6.859281099999999,6.7132206,6.7396507,6.8843203,6.792510499999999,6.792510499999999,6.778600199999999,6.874582799999999,6.8467617,6.83146,6.7939014,6.7772088,6.7854667,6.4914713,6.4997921,6.483151,6.4304533,6.4415479,6.4623494,6.4568019,6.4027181,6.4360003,6.4928579,6.5441685,6.5400114,6.5787835,6.6701746,6.693714599999999,6.6632509,6.656327199999999,6.7587962,6.735256199999999,6.775413,6.832186200000001,39055.0,79.8,80.8,81.5,83.5,85.4,24.6,24.6,24.3,24.3,24.6,2.6,2.6,2.5,2.5,2.5,1.6,1.6,1.4,1.0,1.1,77104.0,79956.0,82303.0,83730.0,90285.0,Ohio
Gem County Idaho,4.8073936,4.7530289,4.8617582,4.8772912,4.8229265,4.7210956,4.6522303,4.5833654,4.7670059,4.7593541,4.8511744,4.866478,4.8511744,4.8511744,4.7976127,4.744051,4.7363992,4.5737891,5.5951934,5.5726624,5.5951934,5.557642,5.6252346,5.8280134,5.7829514,5.7378898,5.7604208,5.7529101,5.7378898,5.6679568,5.6533489,5.6606531,5.675261,5.638741,5.6533489,5.6314368,5.5583959,5.5657001,5.5803084,16045.0,72.2,75.1,78.1,82.1,85.4,11.6,10.1,12.5,13.7,16.3,3.5,3.0,3.2,4.3,3.8,0.7,0.3,0.0,0.0,0.0,42888.0,43001.0,45492.0,53720.0,59957.0,Idaho
